mobile_contig_name	mobile_contig_length (bp)	mobile_contig_read_count (reads)	mobile_contig_read_depth (reads/kbp)	mobile_contig_read_depth_in_this_cluster (reads/kbp)	cluster_name	cluster_length (bp)	cluster_read_count (reads)	cluster_read_depth (reads/kbp)	intra_read_count (reads)	intra_linkage_density (reads/kbp^2)	inter_read_count (reads)	raw_inter_linkage_density (reads/kbp^2)	raw_inter_vs_intra_ratio	mobile_element_copies_per_cell	adjusted_inter_connective_linkage_density (reads/kbp^2)	adjusted_inter_vs_intra_ratio
VIVO4-FEC-JUN22-F5-k141_83266	17002	403	23.70309375367604	12.39025355305793	VIVO4-FEC-JUN22-F5-bin_28	2467058	75387	30.557449399243957	5818	0.0019219748034420975	92	0.002193352609697935	1.141197379783451	0.40547407577035816	0.005409353496967212	2.8144768012980754
VIVO4-FEC-JUN22-F5-k141_76360	8034	57	7.0948469006721435	4.61990030741442	VIVO4-FEC-JUN22-F5-bin_24	2823285	33648	11.918031654615103	5938	0.0015320525596493378	28	0.0012344442559668503	0.8057453696297434	0.38763953992565736	0.0031845158422270227	2.0785943812240406
VIVO4-FEC-JUN22-F5-k141_58510	27978	323	11.544785188362285	6.3471329823463645	VIVO4-FEC-JUN22-F5-bin_24	2823285	33648	11.918031654615103	5938	0.0015320525596493378	127	0.0016078011477890597	1.049442551864578	0.5325655415496836	0.003018973295025071	1.9705415953327772
VIVO4-FEC-JUN22-F5-k141_26960	6718	3774	561.7743376004763	355.942881558851	VIVO4-FEC-JUN22-F5-bin_1	32256646	45552821	1412.1995510630584	6572178	0.012660200252221896	856	0.003950158818901348	0.31201392870607125	0.2520485729448849	0.015672212592789104	1.237911903489725
VIVO4-FEC-JUN22-F5-k141_98638	9779	458	46.835054709070455	26.762888405183116	VIVO4-FEC-JUN22-F5-bin_17	4313495	238692	55.33610216309513	32403	0.0035387141009110123	136	0.003224149440309924	0.9111076363812193	0.4836424568955614	0.006666390417841567	1.8838454386934962
VIVO4-FEC-JUN22-F5-k141_41860	17027	715	41.992130146238324	34.16308893253288	VIVO4-FEC-JUN22-F5-bin_2	8194341	243355	29.697934220701825	55132	0.0016460252325956666	336	0.002408169815746547	1.4630212028700385	1.1503523672268923	0.0020934192725241435	1.2718026619938065
VIVO4-FEC-JUN22-F5-k141_62882	6267	143	22.817935216211904	18.09698310251289	VIVO4-FEC-JUN22-F5-bin_2	8194341	243355	29.697934220701825	55132	0.0016460252325956666	69	0.0013436166077020197	0.8162794719636408	0.6093684149215285	0.0022049331320774875	1.3395500192912972
VIVO4-FEC-JUN22-F5-k141_53528	6675	570	85.3932584269663	54.615476237741696	VIVO4-FEC-JUN22-F5-bin_17	4313495	238692	55.33610216309513	32403	0.0035387141009110123	181	0.0062863420193865665	1.7764481221492858	0.9869772915477586	0.006369287392142982	1.7998875327349169
VIVO4-FEC-JUN22-F5-k141_159998	9241	42	4.5449626663780975	3.462828698192836	VIVO4-FEC-JUN22-F5-bin_24	2823285	33648	11.918031654615103	5938	0.0015320525596493378	16	0.0006132623341591154	0.4002880516706824	0.29055374230793396	0.002110667476824887	1.377673020113608
VIVO4-FEC-JUN22-F5-k141_5418	8920	49	5.493273542600897	1.9618834080717489	VIVO4-FEC-JUN22-F5-bin_13	4872159	26631	5.465954620939095	1239	0.00010593844028581218	10	0.0002300984498214973	2.1720014869079893	0.3589278624004898	0.0006410715743342172	6.051359380076439
VIVO4-FEC-JUN22-F5-k141_158117	9515	3221	338.51812926957433	196.3344646076441	VIVO4-FEC-JUN22-F5-bin_1	32256646	45552821	1412.1995510630584	6572178	0.012660200252221896	1298	0.004229087704006742	0.33404587761275945	0.13902742318523598	0.03041909004076147	2.4027337194309264
VIVO4-FEC-JUN22-F5-k141_32859	12976	200	15.413070283600494	12.120958184190679	VIVO4-FEC-JUN22-F5-bin_2	8194341	243355	29.697934220701825	55132	0.0016460252325956666	81	0.0007617810223980427	0.4628003309504359	0.408141458396167	0.0018664632242740987	1.1339213927667542
VIVO4-FEC-JUN22-F5-k141_63668	21829	242	11.08616977415365	9.00751294149984	VIVO4-FEC-JUN22-F5-bin_2	8194341	243355	29.697934220701825	55132	0.0016460252325956666	117	0.0006540907208366089	0.3973758772854008	0.30330436031543523	0.0021565490194613668	1.3101555047613942
VIVO4-FEC-JUN22-F5-k141_42239	21870	1767	80.79561042524006	28.130173596329406	VIVO4-FEC-JUN22-F5-bin_19	4127407	461022	111.69773177203024	17761	0.0021157565197345886	313	0.003467514278796454	1.6389004341725657	0.2518419411930562	0.013768613211801516	6.507654866415689
VIVO4-FEC-JUN22-F5-k141_2872	23938	2884	120.47790124488262	98.08423930345461	VIVO4-FEC-JUN22-F5-bin_10	5331544	655173	122.88616580862879	179748	0.012737426757743994	1533	0.012011611982878489	0.9430171581222848	0.7981715326377882	0.015048910530776073	1.1814718009370897
VIVO4-FEC-JUN22-F5-k141_130874	37131	15969	430.07190757049364	243.61046272362637	VIVO4-FEC-JUN22-F5-bin_37	1587211	285001	179.56087753928117	28930	0.023045475322899998	3099	0.05258359398117752	2.2817318039400933	1.356701226136153	0.03875841855832483	1.6818233521011856
VIVO4-FEC-JUN22-F5-k141_162751	19142	1804	94.24302580712569	80.79953536110922	VIVO4-FEC-JUN22-F5-bin_10	5331544	655173	122.88616580862879	179748	0.012737426757743994	1166	0.011425053458585497	0.8969671563873283	0.6575153096316694	0.017376102565559496	1.3641768385435715
VIVO4-FEC-JUN22-F5-k141_125078	158131	2119315	13402.274063909037	8428.352902364357	VIVO4-FEC-JUN22-F5-bin_1	32256646	45552821	1412.1995510630584	6572178	0.012660200252221896	516815	0.10132086403101856	8.003101215815011	5.968244994852013	0.016976659657640426	1.3409471666659445
VIVO4-FEC-JUN22-F5-k141_15183	63911	49106	768.3497363521146	477.1168763526324	VIVO4-FEC-JUN22-F5-bin_1	32256646	45552821	1412.1995510630584	6572178	0.012660200252221896	19651	0.009532127322422226	0.7529207384179657	0.337853723288238	0.028213770236564614	2.2285405976586374
VIVO4-FEC-JUN22-F5-k141_34236	46269	2401	51.892195638548486	33.43224281125765	VIVO4-FEC-JUN22-F5-bin_4	6934195	377176	54.39362463847642	76627	0.003220110064929539	949	0.002957876579280643	0.9185638129252472	0.614635318632704	0.004812409065363557	1.4944858928195859
VIVO4-FEC-JUN22-F5-k141_127566	125640	4405	35.060490289716654	13.321871509129222	VIVO4-FEC-JUN22-F5-bin_19	4127407	461022	111.69773177203024	17761	0.0021157565197345886	717	0.0013826553281145238	0.6535039902833296	0.11926716234774157	0.0115929255035278	5.479328739103721
VIVO4-FEC-JUN22-F5-k141_97343	47685	829	17.38492188319178	8.620622421417412	VIVO4-FEC-JUN22-F5-bin_14	4664511	86541	18.55307019320996	12439	0.0011462121375876188	240	0.0010790046919135878	0.9413656133362194	0.46464667743090743	0.0023222046865363304	2.025981587861886
VIVO4-FEC-JUN22-F5-k141_54436	40051	101900	2544.2560735062793	1675.8240070095344	VIVO4-FEC-JUN22-F5-bin_1	32256646	45552821	1412.1995510630584	6572178	0.012660200252221896	31051	0.02403493871309907	1.8984643397627838	1.1866764904067757	0.020253994165554116	1.5998162558289306
VIVO4-FEC-JUN22-F5-k141_54539	49992	69690	1394.02304368699	894.9051794378745	VIVO4-FEC-JUN22-F5-bin_1	32256646	45552821	1412.1995510630584	6572178	0.012660200252221896	25722	0.01595089345531372	1.2599242616651583	0.63369598068787	0.025171208184087267	1.9882156429294757
VIVO4-FEC-JUN22-F5-k141_24966	38458	974	25.326330022362058	18.594534035867117	VIVO4-FEC-JUN22-F5-bin_2	8194341	243355	29.697934220701825	55132	0.0016460252325956666	453	0.0014374656455837223	0.8732950243520505	0.6261221369028842	0.002295823068473752	1.3947678462093802
VIVO4-FEC-JUN22-F5-k141_162662	15321	336	21.93068337575876	9.990644648956769	VIVO4-FEC-JUN22-F5-bin_14	4664511	86541	18.55307019320996	12439	0.0011462121375876188	82	0.001147415251446749	1.0010496432725466	0.5384901013640933	0.0021308010092295805	1.8589935836085123
VIVO4-FEC-JUN22-F5-k141_121181	34383	188	5.467818398627228	1.3271403880163175	VIVO4-FEC-JUN22-F5-bin_13	4872159	26631	5.465954620939095	1239	0.00010593844028581218	25	0.00014923640842914783	1.4087087560145468	0.24280120858162269	0.000614644421668844	5.8019017460573306
VIVO4-FEC-JUN22-F6-k141_104032	27460	3051	111.10706482155864	72.41530918586682	VIVO4-FEC-JUN22-F6-bin_22	4328406	567311	131.06695628829644	90416	0.00977207175635608	962	0.008093689673606195	0.8282470570625712	0.5525062245786897	0.014649047039746907	1.499072807178138
VIVO4-FEC-JUN22-F6-k141_74481	5501	3875	704.4173786584257	400.4056678689999	VIVO4-FEC-JUN22-F6-bin_35	2419764	1333826	551.2215240825138	160615	0.05577032492589118	972	0.07302164439880486	1.3093279355255256	0.726397011683205	0.10052580506849736	1.8024963132647736
VIVO4-FEC-JUN22-F6-k141_103893	29056	4001	137.69961453744494	95.88887232681327	VIVO4-FEC-JUN22-F6-bin_22	4328406	567311	131.06695628829644	90416	0.00977207175635608	1321	0.01050361997420336	1.0748611181013337	0.7316021905314942	0.01435701001192013	1.4691879439569049
VIVO4-FEC-JUN22-F6-k141_71323	11192	853	76.21515368120086	57.633773238263466	VIVO4-FEC-JUN22-F6-bin_25	3655377	238582	65.26878075777135	26089	0.003965263168037222	183	0.004473126841631418	1.1280781759172833	0.8830220599976688	0.005065702256230414	1.2775198118156432
VIVO4-FEC-JUN22-F6-k141_26235	7383	348	47.13531084924827	18.98066208694561	VIVO4-FEC-JUN22-F6-bin_33	2674744	142512	53.28061302315287	13051	0.00367168635997371	60	0.0030383385223516765	0.8275049185773676	0.3562395590061556	0.008528919502449687	2.322888903427676
VIVO4-FEC-JUN22-F6-k141_21465	24504	965	39.381325497877896	26.370643681505822	VIVO4-FEC-JUN22-F6-bin_34	2421546	93492	38.608393150491466	12487	0.004279541939356575	302	0.005089524810170034	1.1892685904920095	0.683028780263292	0.007451406086004368	1.741169076409304
VIVO4-FEC-JUN22-F6-k141_9609	34641	6766	195.31768713374325	157.11765948169113	VIVO4-FEC-JUN22-F6-bin_2	6957970	1395056	200.4975589144535	377700	0.0157394004784767	3821	0.015852730086128565	1.0072003763934236	0.7836387651419172	0.020229639970985393	1.2852865646724603
VIVO4-FEC-JUN22-F6-k141_100529	9577	4165	434.89610525216665	357.4903547179078	VIVO4-FEC-JUN22-F6-bin_2	6957970	1395056	200.4975589144535	377700	0.0157394004784767	2360	0.035416037077513826	2.250151594143914	1.7830159960722443	0.019862994586437147	1.2619918156094558
VIVO4-FEC-JUN22-F6-k141_62188	15518	1119	72.10980796494394	35.2354743465067	VIVO4-FEC-JUN22-F6-bin_3	6897606	415079	60.1772557029207	93631	0.0039716052202113045	301	0.002812110388493649	0.708053855449418	0.5855281025185824	0.004802690727221591	1.2092568271340094
VIVO4-FEC-JUN22-F6-k141_78289	20714	906	43.73853432461137	24.092384155164183	VIVO4-FEC-JUN22-F6-bin_34	2421546	93492	38.608393150491466	12487	0.004279541939356575	233	0.004645144470863472	1.0854302952717096	0.6240193437021478	0.007443911022541405	1.739417705919384
VIVO4-FEC-JUN22-F6-k141_16547	10607	1409	132.83680588290753	121.29801554138378	VIVO4-FEC-JUN22-F6-bin_13	5059067	674927	133.40938161127337	196497	0.015467014485754566	862	0.016063651217156423	1.0385747832557712	0.9092165339227826	0.017667574904132427	1.14227441374705
VIVO4-FEC-JUN22-F6-k141_38115	7561	2688	355.50853061764315	185.93121311142127	VIVO4-FEC-JUN22-F6-bin_18	4603659	802873	174.39888575587375	108171	0.010357243043762562	739	0.021230589492461573	2.049830191563117	1.0661261527306467	0.019913768589283835	1.922690092830881
VIVO4-FEC-JUN22-F6-k141_112490	6399	342	53.445850914205344	43.2930548624029	VIVO4-FEC-JUN22-F6-bin_32	2908481	127474	43.828376393038155	36174	0.008733737454693838	226	0.012143114718776334	1.390368645928344	0.9877859602684189	0.012293265147721465	1.4075606476027742
VIVO4-FEC-JUN22-F6-k141_21795	27548	1325	48.097865543778134	12.765310286500359	VIVO4-FEC-JUN22-F6-bin_21	4505603	427831	94.95532562456124	14282	0.0014309544768207798	112	0.0009023500070456343	0.630593091298354	0.13443490612598638	0.00671217047007116	4.690694622923233
VIVO4-FEC-JUN22-F6-k141_73814	10658	15509	1455.1510602364422	1343.4598098494675	VIVO4-FEC-JUN22-F6-bin_6	6253169	3337820	533.7805519089601	1079880	0.055167801359742856	10188	0.15286675765631186	2.770941634224018	2.5168766547317065	0.06073669020248714	1.1009445492748606
VIVO4-FEC-JUN22-F6-k141_80425	22048	1156	52.431059506531206	46.756168359941945	VIVO4-FEC-JUN22-F6-bin_4	6327946	431821	68.24031052098105	117979	0.0059392673471267855	379	0.002716484587477583	0.45737705153005537	0.6851693376390245	0.003964690826413979	0.6675387037985351
VIVO4-FEC-JUN22-F6-k141_103175	12997	16128	1240.9017465568977	816.8846026258266	VIVO4-FEC-JUN22-F6-bin_35	2419764	1333826	551.2215240825138	160615	0.05577032492589118	3855	0.12257679231807668	2.1978855687313885	1.4819533834160383	0.08271298793186459	1.483100341297552
VIVO4-FEC-JUN22-F6-k141_11578	17131	496	28.953359406923123	3.684973015426579	VIVO4-FEC-JUN22-F6-bin_46	586553	18271	31.149785270896235	258	0.001598785650088179	21	0.002089918350286669	1.3071910860417106	0.11829850457651504	0.01766648156515721	11.04993753489271
VIVO4-FEC-JUN22-F6-k141_53465	13910	619	44.50035945363048	14.527608756339848	VIVO4-FEC-JUN22-F6-bin_20	4570106	434102	94.987293511354	25188	0.002430004627051793	95	0.0014944115036175725	0.6149829868557369	0.15294265389931694	0.009771057749536323	4.02100376302208
VIVO4-FEC-JUN22-F6-k141_79098	102703	29347	285.74627810287916	252.54597279894847	VIVO4-FEC-JUN22-F6-bin_23	4209085	1078353	256.19653677699546	277710	0.03182730020726577	16712	0.03865962180066411	1.2146685879388102	0.9857509237869808	0.03921844846175198	1.2322266798111547
VIVO4-FEC-JUN22-F6-k141_71761	5737	131	22.834233920167335	17.593590069637127	VIVO4-FEC-JUN22-F6-bin_34	2421546	93492	38.608393150491466	12487	0.004279541939356575	47	0.003383142451390305	0.7905384499862986	0.4556934032726811	0.007424163762506511	1.7348033662739915
VIVO4-FEC-JUN22-F6-k141_13918	13905	1709	122.90542970154621	90.51081002700245	VIVO4-FEC-JUN22-F6-bin_19	4591512	1307324	284.7262513960543	248089	0.023886948173291775	746	0.011684553208425786	0.48916057102222865	0.31788712696217775	0.03675692476158689	1.5387869766756206
VIVO4-FEC-JUN22-F6-k141_35262	8844	1277	144.39167797376751	127.9943870903077	VIVO4-FEC-JUN22-F6-bin_13	5059067	674927	133.40938161127337	196497	0.015467014485754566	804	0.017969536855133746	1.161797376713137	0.9594106916952526	0.018729765063783127	1.2109489572815504
VIVO4-FEC-JUN22-F6-k141_68842	8368	1450	173.2791586998088	157.748599662263	VIVO4-FEC-JUN22-F6-bin_13	5059067	674927	133.40938161127337	196497	0.015467014485754566	904	0.02135385689381572	1.3806062516772746	1.1824400784789553	0.01805914505307067	1.1675908799143824
VIVO4-FEC-JUN22-F6-k141_80161	13052	769	58.91817346000613	12.625322884287026	VIVO4-FEC-JUN22-F6-bin_21	4505603	427831	94.95532562456124	14282	0.0014309544768207798	48	0.0008162275511391729	0.5704077693321348	0.13296066125038222	0.006138865010622279	4.2900491315847376
VIVO4-FEC-JUN22-F6-k141_32271	14218	1949	137.07975805317204	108.37333417652314	VIVO4-FEC-JUN22-F6-bin_19	4591512	1307324	284.7262513960543	248089	0.023886948173291775	823	0.012606821439846965	0.527770284775967	0.38062290935645343	0.03312155188231372	1.386596213213509
VIVO4-FEC-JUN22-F6-k141_21524	11011	1047	95.08673145036781	79.43954779397816	VIVO4-FEC-JUN22-F6-bin_3	6897606	415079	60.1772557029207	93631	0.0039716052202113045	462	0.006082986177819081	1.5316190408006976	1.3200925643095183	0.004607999728413606	1.160236094202848
VIVO4-FEC-JUN22-F6-k141_71731	5958	1645	276.09936220208124	153.42922117065257	VIVO4-FEC-JUN22-F6-bin_24	4063561	678587	166.9931865179334	58849	0.007235367183781276	419	0.01730640013074373	2.391917326537011	0.9187753367061824	0.018836378643757815	2.603375635998301
VIVO4-FEC-JUN22-F6-k141_26541	49907	2679	53.67984451079007	17.35987744793392	VIVO4-FEC-JUN22-F6-bin_14	5055264	663786	131.30590212499288	43879	0.0034747103014108553	358	0.0014189847289667612	0.4083749739915305	0.13220942217364062	0.010732856294486344	3.088849245972657
VIVO4-FEC-JUN22-F6-k141_94272	5239	740	141.2483298339378	116.59017737715928	VIVO4-FEC-JUN22-F6-bin_2	6957970	1395056	200.4975589144535	377700	0.0157394004784767	435	0.0119332381151094	0.7581761536233768	0.5815042238339916	0.020521326631870025	1.3038188246072338
VIVO4-FEC-JUN22-F6-k141_51287	13992	7809	558.1046312178388	365.07888193790427	VIVO4-FEC-JUN22-F6-bin_35	2419764	1333826	551.2215240825138	160615	0.05577032492589118	1880	0.055527106301713265	0.9956389240245398	0.6623088286430097	0.0838386926163759	1.5032849948029274
VIVO4-FEC-JUN22-F6-k141_34284	11080	466	42.057761732851986	30.363652372985822	VIVO4-FEC-JUN22-F6-bin_34	2421546	93492	38.608393150491466	12487	0.004279541939356575	148	0.005516063177004137	1.2889377543601015	0.7864521130063997	0.007013857659963144	1.6389271934597915
VIVO4-FEC-JUN22-F6-k141_10973	21378	3639	170.22172326690992	118.1529433877546	VIVO4-FEC-JUN22-F6-bin_19	4591512	1307324	284.7262513960543	248089	0.023886948173291775	1450	0.014772200915035977	0.618421441193267	0.4149703190641309	0.03559821085120315	1.490278732676527
VIVO4-FEC-JUN22-F6-k141_109572	21020	803	38.20171265461465	31.150707839575585	VIVO4-FEC-JUN22-F6-bin_3	6897606	415079	60.1772557029207	93631	0.0039716052202113045	296	0.0020415527984041074	0.5140371928243888	0.5176491928006562	0.0039438925565760475	0.9930223015383733
VIVO4-FEC-JUN22-F6-k141_43080	19798	1301	65.71370845539954	54.530502046574014	VIVO4-FEC-JUN22-F6-bin_3	6897606	415079	60.1772557029207	93631	0.0039716052202113045	551	0.0040348918233230535	1.0159347668266943	0.9061646532333874	0.00445271376336045	1.1211370507574137
VIVO4-FEC-JUN22-F6-k141_22115	11062	419	37.877418188392696	32.73568721259279	VIVO4-FEC-JUN22-F6-bin_3	6897606	415079	60.1772557029207	93631	0.0039716052202113045	191	0.002503233313366669	0.6302825116222119	0.543987704826559	0.004601635829553871	1.1586337448990074
VIVO4-FEC-JUN22-F6-k141_91598	21225	1074	50.600706713780916	19.359109428755232	VIVO4-FEC-JUN22-F6-bin_20	4570106	434102	94.987293511354	25188	0.002430004627051793	145	0.0014948376577875954	0.6151583586082343	0.2038073589962978	0.007334561740799308	3.0183324176209396
VIVO4-FEC-JUN22-F6-k141_53158	9515	1885	198.1082501313715	78.50566295099561	VIVO4-FEC-JUN22-F6-bin_18	4603659	802873	174.39888575587375	108171	0.010357243043762562	447	0.010204590537861432	0.9852612799317226	0.4501500259634058	0.022669310117269654	2.188739804741937
VIVO4-FEC-JUN22-F6-k141_21619	8647	556	64.29975714120505	37.28624970318399	VIVO4-FEC-JUN22-F6-bin_4	6327946	431821	68.24031052098105	117979	0.0059392673471267855	196	0.003582018693384387	0.6031078387332143	0.546396249057513	0.006555716111820064	1.1037920552593907
VIVO4-FEC-JUN22-F6-k141_27712	5558	161	28.96725440806045	12.301162830820191	VIVO4-FEC-JUN22-F6-bin_34	2421546	93492	38.608393150491466	12487	0.004279541939356575	31	0.0023032995779608905	0.538211708308948	0.3186136958062862	0.007229129219106993	1.689229670265572
VIVO4-FEC-JUN22-F6-k141_12607	29689	2731	91.98693118663478	16.022907216139952	VIVO4-FEC-JUN22-F6-bin_21	4505603	427831	94.95532562456124	14282	0.0014309544768207798	166	0.0012409651804117746	0.8672289723492018	0.16874153303935857	0.007354236731524315	5.1393925178273845
VIVO4-FEC-JUN22-F6-k141_78272	20019	1165	58.19471502073031	32.24642217598909	VIVO4-FEC-JUN22-F6-bin_4	6327946	431821	68.24031052098105	117979	0.0059392673471267855	384	0.0030312801834203426	0.5103794805409412	0.47254213718846805	0.006414835725456904	1.0800718928000745
VIVO4-FEC-JUN22-F6-k141_36837	6126	370	60.3983023179889	33.95364022200457	VIVO4-FEC-JUN22-F6-bin_25	3655377	238582	65.26878075777135	26089	0.003965263168037222	104	0.004644341776785892	1.1712568825752891	0.5202125706624574	0.008927776910257321	2.2514966931379004
VIVO4-FEC-JUN22-F6-k141_99947	18333	14629	797.9599629084165	528.4350245981127	VIVO4-FEC-JUN22-F6-bin_35	2419764	1333826	551.2215240825138	160615	0.05577032492589118	3435	0.0774319491641111	1.3884077108570616	0.9586618111070166	0.08077087067304413	1.448276852974664
VIVO4-FEC-JUN22-F6-k141_68253	6592	1852	280.9466019417476	207.27615965480044	VIVO4-FEC-JUN22-F6-bin_40	1902084	398600	209.55961986957465	52563	0.029189607462442358	498	0.03971755006869011	1.3606743468473783	0.9891035295053724	0.040155098919272825	1.3756642315570544
VIVO4-FEC-JUN22-F6-k141_18736	5718	330	57.712486883525706	55.28248743579831	VIVO4-FEC-JUN22-F6-bin_4	6327946	431821	68.24031052098105	117979	0.0059392673471267855	182	0.005029959318218562	0.8468989564263149	0.810114828226071	0.0062089461184568024	1.0454060670396457
VIVO4-FEC-JUN22-F6-k141_1812	5837	114113	19549.940037690594	10198.27117015308	VIVO4-FEC-JUN22-F6-bin_7	6173900	33292965	5392.533892677238	3520070	0.18703482379498687	20635	0.5726050699987429	3.0614890766352065	1.891183509110952	0.3027760485643857	1.6188217916908643
VIVO4-FEC-JUN22-F6-k141_24602	55903	19800	354.1849274636424	278.7986637308124	VIVO4-FEC-JUN22-F6-bin_29	3144153	1340648	426.3940081796274	292678	0.060085199442373706	8972	0.05104467921024173	0.849538316989319	0.6538522080107716	0.07806761005753278	1.299281866117555
VIVO4-FEC-JUN22-F6-k141_85936	35528	5580	157.05922089619455	87.42103565872885	VIVO4-FEC-JUN22-F6-bin_24	4063561	678587	166.9931865179334	58849	0.007235367183781276	1288	0.008921509028538239	1.2330416414161538	0.5235006138968473	0.017042022094545563	2.3553776417521397
VIVO4-FEC-JUN22-F6-k141_101770	6521	400	61.34028523232633	29.77335482036892	VIVO4-FEC-JUN22-F6-bin_33	2674744	142512	53.28061302315287	13051	0.00367168635997371	83	0.00475862706326576	1.2960331021574056	0.5588027826825309	0.00851575405623785	2.3193032359928543
VIVO4-FEC-JUN22-F6-k141_55311	8033	338	42.076434706834306	37.041647647896866	VIVO4-FEC-JUN22-F6-bin_32	2908481	127474	43.828376393038155	36174	0.008733737454693838	206	0.008817048350114765	1.009538974105084	0.845152175287531	0.010432497966552708	1.194505561985481
VIVO4-FEC-JUN22-F6-k141_36697	87190	935213	10726.149787819704	170.82677663043646	VIVO4-FEC-JUN22-F6-bin_5	6270224	796076	126.96133343880538	38754	0.001986446514242381	1022	0.001869395367395251	0.9410751077323757	1.3455023825247863	0.0013893660774404566	0.6994228475214459
VIVO4-FEC-JUN22-F6-k141_40274	36483	3641	99.7999068059096	53.85023470464533	VIVO4-FEC-JUN22-F6-bin_24	4063561	678587	166.9931865179334	58849	0.007235367183781276	852	0.005747014171250874	0.7942947503940534	0.32246965177146525	0.01782187607323678	2.463161249533557
VIVO4-FEC-JUN22-F6-k141_88359	6675	2646	396.40449438202245	342.44743979281793	VIVO4-FEC-JUN22-F6-bin_23	4209085	1078353	256.19653677699546	277710	0.03182730020726577	1428	0.050826387271737904	1.5969430941596134	1.3366591293577827	0.03802494305048302	1.194727256250356
VIVO4-FEC-JUN22-F6-k141_70805	5223	80	15.316867700555237	4.504961088398599	VIVO4-FEC-JUN22-F6-bin_44	1040524	17464	16.78385121342708	700	0.00129918595230041	5	0.0009200212885860415	0.708152121685892	0.26841045187499224	0.003427665659661146	2.6383179818038616
VIVO4-FEC-JUN22-F6-k141_65187	7694	224	29.113595009098	27.30810074496789	VIVO4-FEC-JUN22-F6-bin_3	6897606	415079	60.1772557029207	93631	0.0039716052202113045	121	0.0022799997798025203	0.5740751291693629	0.4537943850377759	0.005024301434696515	1.2650556024874
VIVO4-FEC-JUN22-F6-k141_48713	12776	549	42.97119599248591	34.25087993533107	VIVO4-FEC-JUN22-F6-bin_32	2908481	127474	43.828376393038155	36174	0.008733737454693838	326	0.008773168404065359	1.0045147852882077	0.7814772700722629	0.01122638973652312	1.2854049935391219
VIVO4-FEC-JUN22-F6-k141_1532	23938	2892	120.8120979196257	106.80679512720972	VIVO4-FEC-JUN22-F6-bin_13	5059067	674927	133.40938161127337	196497	0.015467014485754566	1632	0.013476026636450873	0.8712752321310985	0.800594334800397	0.0168325280990287	1.0882855327078023
VIVO4-FEC-JUN22-F6-k141_100348	12155	614	50.51419169066228	11.122390830971511	VIVO4-FEC-JUN22-F6-bin_21	4505603	427831	94.95532562456124	14282	0.0014309544768207798	48	0.0008764625255013152	0.6125020325234902	0.11713288072906763	0.007482634423792607	5.229121222931658
VIVO4-FEC-JUN22-F6-k141_91822	7284	284	38.98956617243273	14.691720586713783	VIVO4-FEC-JUN22-F6-bin_33	2674744	142512	53.28061302315287	13051	0.00367168635997371	52	0.002669016044634739	0.7269183102703384	0.27574233390163055	0.009679384397997062	2.636223099967168
VIVO4-FEC-JUN22-F6-k141_53618	49378	161962	3280.043744177569	1410.5912492167274	VIVO4-FEC-JUN22-F6-bin_16	4959878	13208750	2663.119939643677	1139168	0.09403484895477056	29367	0.11990991462517611	1.2751646432999653	0.5296761997904846	0.2263834294850456	2.407441836737919
VIVO4-FEC-JUN22-F6-k141_11122	6302	393	62.361155188828945	32.72417054463301	VIVO4-FEC-JUN22-F6-bin_30	2986386	262026	87.74016486817176	25746	0.005883471040247566	106	0.005632244835303377	0.9572996615049849	0.37296682304849293	0.015101195300073849	2.566715327868499
VIVO4-FEC-JUN22-F6-k141_55808	19809	1608	81.17522338331062	71.83648087018639	VIVO4-FEC-JUN22-F6-bin_27	3512135	238032	67.77416016183888	47532	0.007725972761134838	800	0.011498898326880634	1.4883431099738444	1.0599390785315088	0.010848640794348075	1.404177975998269
VIVO4-FEC-JUN22-F6-k141_67864	8021	725	90.38773220296721	83.8838178931596	VIVO4-FEC-JUN22-F6-bin_13	5059067	674927	133.40938161127337	196497	0.015467014485754566	503	0.012395642366220547	0.8014243716935279	0.6287700076264445	0.019714112021680368	1.2745906483657505
VIVO4-FEC-JUN22-F6-k141_9970	5621	279	49.63529621063868	46.326276463262765	VIVO4-FEC-JUN22-F6-bin_4	6327946	431821	68.24031052098105	117979	0.0059392673471267855	154	0.004329566066773105	0.7289730893941997	0.6788696609025447	0.0063776101895863585	1.0738041944974288
VIVO4-FEC-JUN22-F6-k141_86978	64982	270426	4161.552429903666	1506.217120137756	VIVO4-FEC-JUN22-F6-bin_16	4959878	13208750	2663.119939643677	1139168	0.09403484895477056	41787	0.12965137445842645	1.378758788890988	0.5655836591194937	0.22923465409214439	2.437762772420712
VIVO4-FEC-JUN22-F6-k141_86143	15218	678	44.55250361414115	37.34276236537972	VIVO4-FEC-JUN22-F6-bin_32	2908481	127474	43.828376393038155	36174	0.008733737454693838	404	0.009127620062909231	1.0450989751247566	0.8520224895054832	0.0107128863091477	1.226609611832354
VIVO4-FEC-JUN22-F6-k141_94876	9506	248	26.08878602987587	23.263885631736446	VIVO4-FEC-JUN22-F6-bin_3	6897606	415079	60.1772557029207	93631	0.0039716052202113045	140	0.002135166969632127	0.5376080580130087	0.3865893411056187	0.005523088048743656	1.3906437680756716
